Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
5/4/2004,San Jose Sharks,3,Colorado Avalanche,1,,,,
5/4/2004,Philadelphia Flyers,3,Toronto Maple Leafs,2,OT,,,
5/8/2004,Philadelphia Flyers,1,Tampa Bay Lightning,3,,,,
5/9/2004,Calgary Flames,4,San Jose Sharks,3,OT,,,
5/10/2004,Philadelphia Flyers,6,Tampa Bay Lightning,2,,,,
5/11/2004,Calgary Flames,4,San Jose Sharks,1,,,,
5/13/2004,San Jose Sharks,3,Calgary Flames,0,,,,
5/13/2004,Tampa Bay Lightning,4,Philadelphia Flyers,1,,,,
5/15/2004,Tampa Bay Lightning,2,Philadelphia Flyers,3,,,,
5/16/2004,San Jose Sharks,4,Calgary Flames,2,,,,
5/17/2004,Calgary Flames,3,San Jose Sharks,0,,,,
5/18/2004,Philadelphia Flyers,2,Tampa Bay Lightning,4,,,,
5/19/2004,San Jose Sharks,1,Calgary Flames,3,,,,
5/20/2004,Tampa Bay Lightning,4,Philadelphia Flyers,5,OT,,,
5/22/2004,Philadelphia Flyers,1,Tampa Bay Lightning,2,,,,
5/25/2004,Calgary Flames,4,Tampa Bay Lightning,1,,,,
5/27/2004,Calgary Flames,1,Tampa Bay Lightning,4,,,,
5/29/2004,Tampa Bay Lightning,0,Calgary Flames,3,,,,
5/31/2004,Tampa Bay Lightning,1,Calgary Flames,0,,,,
6/3/2004,Calgary Flames,3,Tampa Bay Lightning,2,OT,,,
6/5/2004,Tampa Bay Lightning,3,Calgary Flames,2,2OT,,,
6/7/2004,Calgary Flames,1,Tampa Bay Lightning,2,,,,
