Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
4/20/2010,San Jose Sharks,2,Colorado Avalanche,1,OT,18007,,
4/21/2010,Vancouver Canucks,6,Los Angeles Kings,4,,18322,,
4/21/2010,Washington Capitals,6,Montreal Canadiens,3,,21273,,
4/21/2010,Buffalo Sabres,2,Boston Bruins,3,2OT,17565,,
4/22/2010,Philadelphia Flyers,3,New Jersey Devils,0,,17625,,
4/22/2010,Chicago Blackhawks,3,Nashville Predators,0,,17113,,
4/22/2010,Colorado Avalanche,0,San Jose Sharks,5,,17562,,
4/22/2010,Ottawa Senators,4,Pittsburgh Penguins,3,3OT,17132,,
4/23/2010,Detroit Red Wings,4,Phoenix Coyotes,1,,17458,,
4/23/2010,Montreal Canadiens,2,Washington Capitals,1,,18377,,
4/23/2010,Los Angeles Kings,2,Vancouver Canucks,7,,18810,,
4/23/2010,Boston Bruins,1,Buffalo Sabres,4,,18690,,
4/24/2010,San Jose Sharks,5,Colorado Avalanche,2,,18007,,
4/24/2010,Nashville Predators,4,Chicago Blackhawks,5,OT,22115,,
4/24/2010,Pittsburgh Penguins,4,Ottawa Senators,3,OT,20122,,
4/25/2010,Phoenix Coyotes,5,Detroit Red Wings,2,,20066,,
4/25/2010,Vancouver Canucks,4,Los Angeles Kings,2,,18287,,
4/26/2010,Buffalo Sabres,3,Boston Bruins,4,,17565,,
4/26/2010,Chicago Blackhawks,5,Nashville Predators,3,,17113,,
4/26/2010,Washington Capitals,1,Montreal Canadiens,4,,21273,,
4/27/2010,Detroit Red Wings,6,Phoenix Coyotes,1,,17543,,
4/28/2010,Montreal Canadiens,2,Washington Capitals,1,,18377,,
4/29/2010,Detroit Red Wings,3,San Jose Sharks,4,,17562,,
4/30/2010,Montreal Canadiens,3,Pittsburgh Penguins,6,,17132,,
5/1/2010,Vancouver Canucks,5,Chicago Blackhawks,1,,22184,,
5/1/2010,Philadelphia Flyers,4,Boston Bruins,5,OT,17565,,
5/2/2010,Montreal Canadiens,3,Pittsburgh Penguins,1,,17132,,
5/2/2010,Detroit Red Wings,3,San Jose Sharks,4,,17562,,
5/3/2010,Philadelphia Flyers,2,Boston Bruins,3,,17565,,
5/3/2010,Vancouver Canucks,2,Chicago Blackhawks,4,,22142,,
5/4/2010,Pittsburgh Penguins,2,Montreal Canadiens,0,,21273,,
5/4/2010,San Jose Sharks,4,Detroit Red Wings,3,OT,20066,,
5/5/2010,Boston Bruins,4,Philadelphia Flyers,1,,19688,,
5/5/2010,Chicago Blackhawks,5,Vancouver Canucks,2,,18810,,
5/6/2010,San Jose Sharks,1,Detroit Red Wings,7,,20066,,
5/6/2010,Pittsburgh Penguins,2,Montreal Canadiens,3,,21273,,
5/7/2010,Chicago Blackhawks,7,Vancouver Canucks,4,,18810,,
5/7/2010,Boston Bruins,4,Philadelphia Flyers,5,OT,19702,,
5/8/2010,Montreal Canadiens,1,Pittsburgh Penguins,2,,17132,,
5/8/2010,Detroit Red Wings,1,San Jose Sharks,2,,17562,,
5/9/2010,Vancouver Canucks,4,Chicago Blackhawks,1,,22192,,
5/10/2010,Pittsburgh Penguins,3,Montreal Canadiens,4,,21273,,
5/10/2010,Philadelphia Flyers,4,Boston Bruins,0,,17565,,
5/11/2010,Chicago Blackhawks,5,Vancouver Canucks,1,,18810,,
5/12/2010,Boston Bruins,1,Philadelphia Flyers,2,,19929,,
5/12/2010,Montreal Canadiens,5,Pittsburgh Penguins,2,,17132,,
5/14/2010,Philadelphia Flyers,4,Boston Bruins,3,,17565,,
5/16/2010,Montreal Canadiens,0,Philadelphia Flyers,6,,19927,,
5/16/2010,Chicago Blackhawks,2,San Jose Sharks,1,,17562,,
5/18/2010,Montreal Canadiens,0,Philadelphia Flyers,3,,19907,,
5/18/2010,Chicago Blackhawks,4,San Jose Sharks,2,,17562,,
5/20/2010,Philadelphia Flyers,1,Montreal Canadiens,5,,21273,,
5/21/2010,San Jose Sharks,2,Chicago Blackhawks,3,OT,22311,,
5/22/2010,Philadelphia Flyers,3,Montreal Canadiens,0,,21273,,
5/23/2010,San Jose Sharks,2,Chicago Blackhawks,4,,22224,,
5/24/2010,Montreal Canadiens,2,Philadelphia Flyers,4,,19986,,
5/29/2010,Philadelphia Flyers,5,Chicago Blackhawks,6,,22312,,
5/31/2010,Philadelphia Flyers,1,Chicago Blackhawks,2,,22275,,
6/2/2010,Chicago Blackhawks,3,Philadelphia Flyers,4,OT,20297,,
6/4/2010,Chicago Blackhawks,3,Philadelphia Flyers,5,,20304,,
6/6/2010,Philadelphia Flyers,4,Chicago Blackhawks,7,,22305,,
6/9/2010,Chicago Blackhawks,4,Philadelphia Flyers,3,OT,20327,,
